record_id,sentence_text,country_source,source_role,source_line,source_document_id,source_sentence_id,source_split,derived_split,annotator1_raw,annotator2_raw,reconciliation_raw,recorded_label,label_path
train-0875,"Uz uvažavanje nacionalnih resursa, raspoloživih ljudskih potencijala možemo se složiti da hrvatsko gospodarstvo prestaje bilježiti uzlazni trend, da očekujemo rast bruto domaćeg proizvoda između nula i 2%, bliže 0%.",HR,train_file,875,27473,429,train,ucenje,Negative,Negative,Negative,Negative,dva_kodera_i_uskladjenje
train-0876,"Ali slika Hrvatskog zdravstva danas su i one političke smjene u kliničkim bolnicama, postavljanje podobnih kadrova, postavljanje svih onih koji imaju partijsku knjižicu.",HR,train_file,876,43059,555,train,ucenje,Negative,Negative,Negative,Negative,dva_kodera_i_uskladjenje
train-0877,A ja sam vam i u svom uvodu ovdje rekao dakle da se potpore i da su se u pravilu dodjeljivale i isključivo samo onim poduzetnicima koji su ostvarivali pozitivan gospodarski učinak.,HR,train_file,877,40900,551,train,ucenje,Negative,P_Neutral,N_Neutral,Neutral,dva_kodera_i_uskladjenje
train-0878,Predlažu se znatne sankcije za najteže pomorske prekršaje poglavito za onečišćenje mora tako da se za neka djela predviđa novčana kazna ali se može izreći i mjera oduzimanja plovila ili mjera oduzimanja svjedodžbe osposobljenosti.,HR,train_file,878,20384,291,train,ucenje,N_Neutral,Negative,N_Neutral,Neutral,dva_kodera_i_uskladjenje
train-0882,Vi u školi morate pokrečit zidove i napravit nekakve sitne prepravke i to je trošak održavanja.,HR,train_file,882,95198,1803,train,ucenje,N_Neutral,P_Neutral,N_Neutral,Neutral,dva_kodera_i_uskladjenje
train-0883,"Kolega Vukšić, od kud je nastala, da kažem ovako jedna proceduralna pogreška o kojoj danas govorimo?",HR,train_file,883,17053,2227,train,provjera,Negative,M_Negative,Negative,Negative,dva_kodera_i_uskladjenje
train-0885,"Bez ulaganja u ljude, u medicinare, u naše sjajne medicinske sestre, stomatologe, bolničare, biokemičare nema napretka.",HR,train_file,885,11004,43,train,ucenje,Negative,Negative,Negative,Negative,dva_kodera_i_uskladjenje
train-0886,"Poštovani kolega je držeći nekakve papire navodeći da je to fonogram od prošle godine izjvio: ""mnoge kolege su promijenile retoriku.",HR,train_file,886,18495,22,train,ucenje,N_Neutral,N_Neutral,N_Neutral,Neutral,dva_kodera_i_uskladjenje
train-0888,"To uopće nije sporno, to je jedna tvrdnja koja nikad nije bila sporna pogotovo u ovoj našoj pravnoj prašumi kako kaže jedan sudac teško je uopće naći pravo koje nemamo.",HR,train_file,888,52372,567,train,ucenje,M_Negative,Negative,Negative,Negative,dva_kodera_i_uskladjenje
train-0889,"Upravno vijeće imaju sva kazališta u svijetu, samo se to tako možda i ne zove.",HR,train_file,889,50570,1361,train,ucenje,P_Neutral,P_Neutral,P_Neutral,Neutral,dva_kodera_i_uskladjenje
train-0892,Tu je nastao i zločin u Katinskoj šumi koju je htio posjetiti i pokojni predsjednik Poljske Kaćinski pa je u onoj avionskoj ili zrakoplovnoj nesreći poginuo.,HR,train_file,892,75292,2256,train,ucenje,Negative,Negative,Negative,Negative,dva_kodera_i_uskladjenje
train-0893,Optužbe da zakon dovodi do betonizacije RH i kako dovodi čudne investitore nije se dogodilo jer nemamo niti jedan zahtjev za izgradnju igrališta po sada važećem zakonu.,HR,train_file,893,52853,2152,train,ucenje,Negative,Negative,Negative,Negative,dva_kodera_i_uskladjenje
train-0894,"Razvijena je dobra mreža suradnje i partnerstva na cijelom pograničnom području i šire, kada govorimo o programima Mediteran i programu za Jugoistočnu Europu.",HR,train_file,894,68647,487,train,provjera,Positive,Positive,Positive,Positive,dva_kodera_i_uskladjenje
train-0895,"Ova konvencija od iznimne važnosti za Hrvatsku ako želimo zadržati imidž zemlje sa očuvanim okolišem, ako želimo sačuvati strateške resurse pitke vode i ako želimo sačuvati zdravlje našeg stanovništva.",HR,train_file,895,77900,2242,train,ucenje,Positive,M_Positive,Positive,Positive,dva_kodera_i_uskladjenje
train-0896,Krivnja je u roditeljima ovisno o tome kad su aplicirali i koji zakon je tada bio na snazi.,HR,train_file,896,145431,1360,train,ucenje,Negative,Negative,Negative,Negative,dva_kodera_i_uskladjenje
train-0904,"Uspostava učinkovitog, kontinuiranog i redovitog sustava javnog prijevoza u obalnom pomorskom prometu osnovni je uvjet i pretpostavka razvoja ne samo turizma već i općeg gospodarskog napretka otoka i priobalja.",HR,train_file,904,40093,318,train,ucenje,P_Neutral,P_Neutral,P_Neutral,Neutral,dva_kodera_i_uskladjenje
train-0905,Iako je kakvoća Jadranskog mora u usporedbi s drugim dijelovima mediterana još uvijek relativno dobro očuvana moramo biti svjesni da takvo stanje se neće dugo održati ukoliko ne poduzmemo sve potrebne mjere.,HR,train_file,905,58708,31,train,ucenje,M_Negative,M_Positive,M_Negative,Negative,dva_kodera_i_uskladjenje
train-0906,"Pretpostavljam da ste u pravu što se tiče vaših promišljanja i vjerojatno imate ispred sebe i dokumentaciju, argumentirano raspravljate i govorite kada govorite o poslovanju tog gospodarskog subjekta.",HR,train_file,906,80403,1847,train,ucenje,Positive,Positive,Positive,Positive,dva_kodera_i_uskladjenje
train-0908,"Također po sadašnjem ZERP-u za kojeg kažete da nam je dovoljan, mi nemamo pravo niti provjeriti koristi li neki brod koji ima zastavu EU nedopuštene alate za izlov ribe.",HR,train_file,908,139661,805,train,provjera,Negative,Negative,Negative,Negative,dva_kodera_i_uskladjenje
train-0910,"Što znači da je Supetar itekako atraktivan odnosno da je Brač itekako atraktivan i da na Braču postoje potrebe izraženije nego na drugim otocima, recimo poput Raba.",HR,train_file,910,76764,1354,train,ucenje,M_Positive,M_Positive,M_Positive,Positive,dva_kodera_i_uskladjenje
train-0911,"Kolegica Klarić je u svom izlaganju u ime kluba napomenula da je Ministarstvo obitelji, branitelja i međugeneracijske solidarnosti osnovalo jednu radnu skupinu.",HR,train_file,911,69387,488,train,ucenje,P_Neutral,P_Neutral,P_Neutral,Neutral,dva_kodera_i_uskladjenje
train-0914,Kako ova Vlada podupire malo i srednje poduzetništvo i obrtništvo osim bespovratnih potpora preko HBOR-a i HAMAG INVESTA omogućili smo povoljnije financiranje istih.,HR,train_file,914,22626,1810,train,ucenje,Positive,Positive,Positive,Positive,dva_kodera_i_uskladjenje
train-0915,A kažem 78 tisuća radnika u Hrvatskoj radi za minimalnu plaću.,HR,train_file,915,100189,2571,train,ucenje,Negative,Negative,Negative,Negative,dva_kodera_i_uskladjenje
train-0916,"Najveću korist bez ikakvog kompleksa ću izreći, imati će veliki proizvođači skupih roba i skupih usluga, imati će trgovci i imati će uvoznici.",HR,train_file,916,7909,1944,train,ucenje,N_Neutral,Negative,Negative,Negative,dva_kodera_i_uskladjenje
train-0917,"I da podsjetimo da smo imali puno jako veliko porezne opterećenje kada smo došli na vlast, nesređene javne financije, prekomjerni deficit i nizak kreditni rejting.",HR,train_file,917,102817,785,train,ucenje,Negative,Negative,Negative,Negative,dva_kodera_i_uskladjenje
train-0923,"To je činjenica koja je i po meni, a i po mnogim drugima točna.",HR,train_file,923,108332,1993,train,ucenje,Positive,P_Neutral,P_Neutral,Neutral,dva_kodera_i_uskladjenje
train-0926,To se prije svega odnosi na veću učestalost i dulju sezonu šumskih požara uključujući i požare na kontinentu.,HR,train_file,926,188045,842,train,provjera,Negative,Negative,Negative,Negative,dva_kodera_i_uskladjenje
train-0927,"Sa nekim od država nema potpisanog sporazuma o izbjegavanju dvostrukog oporezivanja i oni kad su sad u mirovini, kad bi se vratili u domovinu i tu živjeli, ne mogu ostvariti elementarna prava.",HR,train_file,927,81931,1639,train,ucenje,Negative,Negative,Negative,Negative,dva_kodera_i_uskladjenje
train-0932,U tom smislu činjenica da do predaje ovog izvješća Vlada nije usvojila Izvješće o provedbi preporuka pučke pravobraniteljice za 2014. godinu ne iznenađuje.,HR,train_file,932,9968,1384,train,ucenje,Negative,Negative,Negative,Negative,dva_kodera_i_uskladjenje
train-0933,"Nažalost, dvorana je gotovo prazna, vrlo malo nas ima ovdje.",HR,train_file,933,32615,1927,train,ucenje,Negative,Negative,Negative,Negative,dva_kodera_i_uskladjenje
train-0935,Kako objasniti prodaju placeva u slobodnoj poduzetničkoj zoni u Sibinju gdje su nestale također desetine milijuna kuna.,HR,train_file,935,74826,1316,train,ucenje,Negative,Negative,Negative,Negative,dva_kodera_i_uskladjenje
train-0936,"Na žalost, svjedoci smo da je sve više mladih sklonih neprihvatljivom modelu ponašanja – adolescenti zlostavljači, međusobni obračuni školaraca, ubojstva koja su počinili maloljetnici, suicidalna ponašanja mladih.",HR,train_file,936,7407,401,train,ucenje,Negative,Negative,Negative,Negative,dva_kodera_i_uskladjenje
train-0937,To je u biti sankcioniranje rana u prostoru koje smo našim dosadašnjim ponašanjem omogućili i koje rane zaista treba zacijeliti.,HR,train_file,937,16569,2170,train,provjera,N_Neutral,Negative,M_Negative,Negative,dva_kodera_i_uskladjenje
train-0938,Riječ ima državna tajnica u Ministarstvu zdravstva i socijalne skrbi Dorica Nikolić.,HR,train_file,938,40584,2265,train,ucenje,P_Neutral,P_Neutral,P_Neutral,Neutral,dva_kodera_i_uskladjenje
train-0939,Reputaciju u proizvodnji kvalitetnih prehrambenih proizvoda EU je postigla upravo na sirovinama iz prirodnog europskog okoliša uzgajanih sukladno metodama uzgoja koje su rezultat višestoljetnoga razvoja poljoprivredne djelatnosti.,HR,train_file,939,33538,438,train,ucenje,P_Neutral,P_Neutral,P_Neutral,Neutral,dva_kodera_i_uskladjenje
train-0940,Zato smo se i zalagali za dekriminalizaciju droge da bi dobili realne statistike.,HR,train_file,940,22201,2043,train,ucenje,P_Neutral,M_Positive,P_Neutral,Neutral,dva_kodera_i_uskladjenje
train-0941,Vodit ćemo aktivnu politiku radi ubrzanja pregovora i postizanja punopravnog članstva u Europskoj uniji i NATO-u do kraja mandata.,HR,train_file,941,298,1599,train,provjera,Positive,Positive,Positive,Positive,dva_kodera_i_uskladjenje
train-0942,Na žalost to nikome ne pada na pamet od vas u tome je problem.,HR,train_file,942,22029,537,train,ucenje,Negative,Negative,Negative,Negative,dva_kodera_i_uskladjenje
train-0945,"Dakle, a vezano prvenstveno za usklađivanje sa promjenama jednog djela zakona ali i ovim zakonom predlaže se povećanje sudskih pristojbi što u ova krizna vremena predstavlja dodatno opterećenje posebno građana.",HR,train_file,945,63163,585,train,ucenje,Negative,Negative,Negative,Negative,dva_kodera_i_uskladjenje
train-0947,"Stimuliranje građana, ulaganje u sunčevu energiju do 30 kilovata, osigurava građanima Republike Hrvatske da budu povlašteni proizvođači električne energije.",HR,train_file,947,11221,2368,train,ucenje,Positive,Positive,Positive,Positive,dva_kodera_i_uskladjenje
train-0949,To su problemi koji vrlo često su ključni kod gašenja određenih požara.,HR,train_file,949,14437,1929,train,ucenje,N_Neutral,M_Negative,N_Neutral,Neutral,dva_kodera_i_uskladjenje
train-0952,Jučer sam razgovarao sa udrugom kardiovaskularnih bolesnika iz Osijeka i oni su zapravo isto tako podržali ovu listu.,HR,train_file,952,70604,1352,train,ucenje,Positive,Positive,Positive,Positive,dva_kodera_i_uskladjenje
train-0954,"Dakle održivi razvoj, nitko nije počeo nikakvu raspravu, nikakvu diskusiju bez održivog razvoja.",HR,train_file,954,188118,1566,train,provjera,N_Neutral,M_Positive,P_Neutral,Neutral,dva_kodera_i_uskladjenje
train-0955,"Dakle, svojim osudama i tijekom postupanja vodi računa o žrtvama kako bi se uspostavila kakva takva pravda kao temelj i jamac uspostave mira i sigurnosti.",HR,train_file,955,92979,624,train,provjera,Positive,P_Neutral,M_Positive,Positive,dva_kodera_i_uskladjenje
train-0957,"Pa odredila bi tim tvrtkama kaznu od par desetina milijuna kuna ili tamo dolara, a u nas vidimo da se ne dešava ništa.",HR,train_file,957,56935,1640,train,ucenje,Negative,Negative,Negative,Negative,dva_kodera_i_uskladjenje
train-0959,Nisu jasni ni po ovome što čujemo danas s ove govornice.,HR,train_file,959,56302,1422,train,ucenje,Negative,Negative,Negative,Negative,dva_kodera_i_uskladjenje
train-0960,Dakle nesporno je i ne treba ni u jednom času sporiti vezano uz vlasništvo.,HR,train_file,960,72435,2228,train,ucenje,P_Neutral,Positive,P_Neutral,Neutral,dva_kodera_i_uskladjenje
train-0961,"Što više, on je za dva i pol puta premašen u odnosu na prvotni plan.",HR,train_file,961,21218,1541,train,ucenje,Positive,Positive,Positive,Positive,dva_kodera_i_uskladjenje
train-0963,Pa dopustite da mi stari mijenjamo veći stambeni prostor za stari.,HR,train_file,963,14987,2220,train,ucenje,N_Neutral,N_Neutral,N_Neutral,Neutral,dva_kodera_i_uskladjenje
train-0964,Oni samo koriste još uvijek ovaj minimalni liberalni okvir za raspravu i na pravo govora u kojem ostali neće sutra imati pravo govora nego će samo oni imati pravo govora.,HR,train_file,964,90244,1582,train,provjera,Negative,Negative,Negative,Negative,dva_kodera_i_uskladjenje
train-0966,Unatoč našim prijedlozima tijekom 2013. izmjene Zakona o radu koje su stupile početkom 2014. naši prijedlozi kao ureda nisu uvaženi.,HR,train_file,966,112514,1813,train,ucenje,Negative,M_Negative,N_Neutral,Neutral,dva_kodera_i_uskladjenje
train-0968,Svi imaju vrlo tehnički karakter zato što vašim prijedlogom zakona nije ispoštovana direktiva.,HR,train_file,968,23668,1331,train,ucenje,Negative,Negative,Negative,Negative,dva_kodera_i_uskladjenje
train-0970,Konkretno u elektroenergetskom sustavu gubici hrvatske elektroprivrede su otprilike 40% ukupne količine energije koju potroše hrvatski građani u kućanstvima.,HR,train_file,970,17527,535,train,ucenje,Negative,N_Neutral,Negative,Negative,dva_kodera_i_uskladjenje
train-0971,Štetni utjecaj na okoliš koji izaziva tzv. šljunčarenje i druge prakse gotovo su uvijek velikih razmjera.,HR,train_file,971,23699,418,train,provjera,Negative,Negative,Negative,Negative,dva_kodera_i_uskladjenje
train-0972,Za one kronične i stare bolesnike koji su opterećeni nekakvim bolestima ovo je onaj jezičac na vagi koji pretegne i nažalost oni se ne uspiju othrvati ovoj bolesti.,HR,train_file,972,199542,2259,train,ucenje,Negative,Negative,Negative,Negative,dva_kodera_i_uskladjenje
train-0976,Dakle ja smatram da Hrvatska treba ići s mjerom manje sudova.,HR,train_file,976,88693,2406,train,ucenje,P_Neutral,M_Positive,P_Neutral,Neutral,dva_kodera_i_uskladjenje
train-0978,Dobro uređeni Zakon o elektroničkom potpisu pomoći će i hrvatskom gospodarstvu da dobije barem dio toga kolača.,HR,train_file,978,11823,1540,train,ucenje,Positive,Positive,Positive,Positive,dva_kodera_i_uskladjenje
train-0980,To je zapravo u visoko centraliziranoj državi kakva je hrvatske bilo i za očekivati.,HR,train_file,980,55013,471,train,ucenje,Negative,Negative,Negative,Negative,dva_kodera_i_uskladjenje
train-0982,"Pružanje financijske pomoći hrvatskim braniteljima i članovima njihovih uže obitelji za stjecanje prvog zanimanja, prekvalifikaciju i dokvalifikaciju u sustavu izvanrednog školovanja ili pohađanja tečaja za osposobljavanje za određena zanimanja.",HR,train_file,982,68965,360,train,provjera,P_Neutral,P_Neutral,P_Neutral,Neutral,dva_kodera_i_uskladjenje
train-0984,"S druge strane, u Istri Talijani ne slave fašističke zločine, u Istri nemate parada sa izazivačkim parolama, ne znam i zajednica koje žive ….",HR,train_file,984,85099,1607,train,ucenje,Negative,M_Positive,M_Negative,Negative,dva_kodera_i_uskladjenje
train-0986,"Udruženje ili organizacija samostalno obavlja specifične aktivnosti kao što su vođenje matičnih knjiga, uzgojne dokumentacije DNK analize, dok trećim osobama mogu povjeriti provedbu testiranja rasta razvoja i drugih .../",HR,train_file,986,93405,2384,train,ucenje,P_Neutral,P_Neutral,P_Neutral,Neutral,dva_kodera_i_uskladjenje
train-0989,"No, zasigurno ukoliko nemamo ovih sporazuma pitanje radiološke opasnosti i civilizacijske katastrofe … /Govornik se ne razumije./ … prikazuje da nema istoga zakona.",HR,train_file,989,15775,2103,train,ucenje,Negative,M_Negative,Negative,Negative,dva_kodera_i_uskladjenje
train-0992,"Ja vas sada pitam, da li je doista potrebno 2018. g. držati jedan relikt iz Austro ugarskih vremena koji se zove državni biljezi?",HR,train_file,992,97695,777,train,provjera,Negative,Negative,Negative,Negative,dva_kodera_i_uskladjenje
train-0995,"Zar nismo u stanju sjesti, napraviti čvrstu odluku i nekakav konsenzus oko promjene strukture toga proračuna jer mi možemo ovaj proračun svesti na nulu, situacija u Hrvatskoj neće biti bolja nego gora.",HR,train_file,995,36780,1712,train,ucenje,Negative,Negative,Negative,Negative,dva_kodera_i_uskladjenje
train-0997,Isto tako daje se jedan prijedlog da se volonterske naknade i troškovi pri davanju pomoći i njege u kući da se oslobode plaćanja poreza i doprinosa kao aktivnosti od posebnog društvenog interesa.,HR,train_file,997,63150,347,train,ucenje,Positive,Positive,Positive,Positive,dva_kodera_i_uskladjenje
train-1001,"Jako se čudim, jer da vi to ne znate da to postoji, da je to regulirano.",HR,train_file,1001,101438,1485,train,ucenje,Negative,M_Negative,Negative,Negative,dva_kodera_i_uskladjenje
train-1003,Još jedna stvar koju ne znam zašto nitko ne napominje.,HR,train_file,1003,90262,1574,train,ucenje,N_Neutral,Negative,N_Neutral,Neutral,dva_kodera_i_uskladjenje
train-1006,Sile tame smo bili mi koji smo prokazivali što se tamo događa.,HR,train_file,1006,64674,1838,train,ucenje,Negative,M_Negative,Negative,Negative,dva_kodera_i_uskladjenje
train-1009,To sam prvi put čuo u životu da je Domovinski rat izbio zbog toga.,HR,train_file,1009,102797,2512,train,ucenje,Negative,Negative,Negative,Negative,dva_kodera_i_uskladjenje
train-1012,"U 2010. godini osobiti je naglasak stavljen na suradnju s hrvatskim saveznicima, pri čemu su pripadnici Oružanih snaga Republike Hrvatske sudjelovali u misijama pod vodstvom UN-a, NATO-a i EU.",HR,train_file,1012,74731,1475,train,ucenje,P_Neutral,P_Neutral,P_Neutral,Neutral,dva_kodera_i_uskladjenje
train-1013,Nužno je poduzimanje određenih mjera i aktivnosti u cilju ostvarivanja uvjeta u kojima će nezakonito postupanje policijskih službenika i prekoračenje policijskih ovlasti biti svedeno na najmanju moguću mjeru.,HR,train_file,1013,35866,1552,train,ucenje,P_Neutral,M_Negative,N_Neutral,Neutral,dva_kodera_i_uskladjenje
train-1014,"Lijepo je čuti vas da govorite sa optimizmom i da govorite o napretku, a napredak vidimo u povećanju PDV-a cijena goriva i naravno napredak u broju nezaposlenih.",HR,train_file,1014,6800,2474,train,ucenje,Negative,Negative,Negative,Negative,dva_kodera_i_uskladjenje
train-1015,"Nema veze, pa zašto ne bi carinici dolazili pištoljima u stanove.",HR,train_file,1015,40256,1643,train,ucenje,Negative,Negative,Negative,Negative,dva_kodera_i_uskladjenje
train-1017,"Ne znam tko sve ne šalje poštu sa točnim imenom i prezimenom, gotovo rekao bih znaju i jmbg i oib i sve živo.",HR,train_file,1017,10753,58,train,ucenje,Negative,M_Negative,Negative,Negative,dva_kodera_i_uskladjenje
train-1018,"Riječ je o tome da su odredbe ovog zakona na neki način pokrile određene malverzacije i bogaćenje pojedinaca kojima su klubovi, profesionalni klubovi, prvenstveno nogometni klubovi poslužili kao sredstvo.",HR,train_file,1018,67270,1419,train,ucenje,Negative,Negative,Negative,Negative,dva_kodera_i_uskladjenje
train-1021,Ministarstvo kulture djelomično sudjeluje u financiranju projekata koji su dobili potporu unutar europskog programa Kultura 2007-2013.,HR,train_file,1021,73952,499,train,ucenje,P_Neutral,P_Neutral,P_Neutral,Neutral,dva_kodera_i_uskladjenje
train-1024,"Kako mi možemo zaštiti prodaju naših proizvoda, a i tome treba dati savjet selu i pokušati organizirati se da se po nekim sigurnim cijenama sljedeće godine može otkupiti nekakav proizvod.",HR,train_file,1024,49548,725,train,ucenje,Positive,M_Positive,M_Positive,Positive,dva_kodera_i_uskladjenje
train-1025,"Međutim, značajniji podatak od toga je da su u tom periodu alocirali oko 5,5 milijardi eura iz budžeta u projekte javno-privatnog partnerstva.",HR,train_file,1025,19220,45,train,ucenje,N_Neutral,P_Neutral,P_Neutral,Neutral,dva_kodera_i_uskladjenje
train-1026,"To je istina, Samo što bi to bilo relevatno za nas kada bi mi umjesto današnjih 25 tisuća profesionalnih vojnika i osam tisuća ročnika stvorili vojsku profesionalnu od 33 tisuće.",HR,train_file,1026,20310,290,train,ucenje,N_Neutral,Negative,N_Neutral,Neutral,dva_kodera_i_uskladjenje
train-1029,"Možemo razgovarati da one budu niže, ali ako se država odrekne, biti će još niže.",HR,train_file,1029,46151,1739,train,ucenje,M_Negative,M_Positive,M_Negative,Negative,dva_kodera_i_uskladjenje
train-1031,"Ona nije traktor, ona nije auto, ona nije stan, ona je tu, stoji tu i nitko je ne može nikuda odnijeti niti ju može povećati niti je može smanjiti.",HR,train_file,1031,49685,2224,train,ucenje,N_Neutral,P_Neutral,N_Neutral,Neutral,dva_kodera_i_uskladjenje
train-1035,"Moramo reći da se oni koriste i za poduzetnike sa poticajnim, a stanovi u najvećoj mjeri su socijalni stanovi koji se sigurno neće moći prodati.",HR,train_file,1035,8737,676,train,ucenje,N_Neutral,M_Negative,N_Neutral,Neutral,dva_kodera_i_uskladjenje
train-1038,U članku 2. regulira se početak procesa primopredaje vlasti pa između ostaloga veli da on počinje kao i po formiranju nove izvršne vlasti.,HR,train_file,1038,3471,2335,train,ucenje,P_Neutral,P_Neutral,P_Neutral,Neutral,dva_kodera_i_uskladjenje
train-1042,Mislim da ćemo morati radikalno i drastično mijenjati taj obrazac.,HR,train_file,1042,48792,2492,train,ucenje,Negative,M_Negative,Negative,Negative,dva_kodera_i_uskladjenje
train-1044,Stoga je zapravo jedino logično da se ovo zapravo što je i kolegica Bedeković a i vi sami potpredsjedniče Sabora da se ovo prihvati.,HR,train_file,1044,29050,1581,train,ucenje,Positive,Positive,Positive,Positive,dva_kodera_i_uskladjenje
train-1046,"Uvažena kolegice Murganić slažemo se, ali pokušajmo se nekako nadopuniti.",HR,train_file,1046,98532,2293,train,ucenje,M_Positive,Positive,M_Positive,Positive,dva_kodera_i_uskladjenje
train-1047,"To je inače mjesto koje bi trebalo izgledati najbolje i trebalo bi biti najuređenije s liječničkom opremom najnovijih generacija i trebalo bi biti naprosto jedno čisto, toplo i ugodno mjesto.",HR,train_file,1047,52380,568,train,ucenje,Positive,Positive,Positive,Positive,dva_kodera_i_uskladjenje
train-1049,"Da li je koalicija predvođena Amerikom u Nikaragvi, dal se borila protiv terorizma, ili je zapravo podupirala terorizam?",HR,train_file,1049,41061,718,train,ucenje,Negative,M_Negative,Negative,Negative,dva_kodera_i_uskladjenje
train-1050,"Gospođo premijerko, odgovorili ste mi mlako na moje pitanje, a sad ću vam reći zašto, ako dozvolite gospodine potpredsjedniče. … /Upadica Vladimir Šeks: Kako?/ …",HR,train_file,1050,38891,445,train,provjera,M_Negative,N_Neutral,M_Negative,Negative,dva_kodera_i_uskladjenje
train-1051,"Sa ovakvim pozitivnim mjerama, stupanj obrazovanosti populacije bit će sve viši i bolji što omogućava višu razinu kvalifikacije koju pojedinac ima, a time i veće šanse za zapošljavanje.",HR,train_file,1051,13525,1759,train,ucenje,Positive,Positive,Positive,Positive,dva_kodera_i_uskladjenje
train-1056,"To je ta sinergija, zajedništvo i obrane vojske, policije, Gorske službe spašavanja, vatrogastva, privatnog sektora, gospodarstva, akademske zajednice, građana da bi se obranili i kasnije oslobodili.",HR,train_file,1056,42084,720,train,ucenje,Positive,N_Neutral,Positive,Positive,dva_kodera_i_uskladjenje
train-1058,"Bilo kakvu, knjiga žalbi je knjiga žalosti o nepostupanju inspekcije.",HR,train_file,1058,65902,589,train,provjera,Negative,Negative,Negative,Negative,dva_kodera_i_uskladjenje
train-1065,"Ona je kolegice i kolege, jako daleko otišla u mnogim zemljama članicama Vijeća Europe i taj put moramo i mi slijediti.",HR,train_file,1065,43112,323,train,ucenje,Positive,Positive,Positive,Positive,dva_kodera_i_uskladjenje
train-1068,A onaj tko se želi voziti u super luksuznoj limuzini taj nek si je priušti iz vlastitog džepa.,HR,train_file,1068,58030,333,train,ucenje,Negative,M_Negative,Negative,Negative,dva_kodera_i_uskladjenje
train-1071,Obrazac premošćivanja kriznih gospodarskih i socijalnih pitanja su zapravo bile nekakve palijativne mjere uz naravno nova zaduženja i daljnju prodaju.,HR,train_file,1071,51597,1619,train,ucenje,Negative,Negative,Negative,Negative,dva_kodera_i_uskladjenje
train-1072,"A to su društvene djelatnosti, socijalne službe, zdravstvo i školstvo, to je sve zatvoreni krug.",HR,train_file,1072,77869,1555,train,ucenje,N_Neutral,N_Neutral,N_Neutral,Neutral,dva_kodera_i_uskladjenje
train-1076,Što se tiče samog prijedloga zakona vjerujemo da će pripomoći rješavanju sporova i vjerujemo da će pripomoći ozbiljnijem ponašanju proizvođača.,HR,train_file,1076,9208,2591,train,provjera,Positive,Positive,Positive,Positive,dva_kodera_i_uskladjenje
train-1079,"I u tom dijelu su naravno, ovaj veliki trud, ovaj napor, želja da se osigura kvalitetna pitka voda pada u vodu.",HR,train_file,1079,110553,74,train,ucenje,M_Negative,Negative,Negative,Negative,dva_kodera_i_uskladjenje
train-1081,Dobri ljudi iz Europe vele bez 25% nećete povući ono što ste planirali.,HR,train_file,1081,93457,2053,train,ucenje,N_Neutral,M_Positive,N_Neutral,Neutral,dva_kodera_i_uskladjenje
train-1084,"Tako da ne znam o čemu pričate i u kom pravcu je išla vaša replika, nismo se uopće razumjeli.",HR,train_file,1084,164738,1677,train,ucenje,Negative,M_Negative,Negative,Negative,dva_kodera_i_uskladjenje
train-1085,"Kao što je naznačeno i zamijećeno i pozdravljeno od svih zastupnika i odbora koji su raspravljali ovaj zakon, Upravni sud postaje napokon sud pune jurisdikcije.",HR,train_file,1085,34661,50,train,provjera,Positive,Positive,Positive,Positive,dva_kodera_i_uskladjenje
train-1093,"Istovremeno komisija za ocjenu studija utjecaja na okoliš odbijaju poneke, ali ne sve studije utjecaja na okoliš radi nepostojanja mišljenja stručnjaka za krajobraznu arhitekturu.",HR,train_file,1093,88698,2013,train,ucenje,N_Neutral,Negative,Negative,Negative,dva_kodera_i_uskladjenje
train-1094,"Poslije 3. siječnja 2000. susrećemo se sa ukidanjem trogodišnjeg rodiljnog dopusta za blizance, treće i svako sljedeće dijete.",HR,train_file,1094,1584,17,train,ucenje,N_Neutral,Negative,Negative,Negative,dva_kodera_i_uskladjenje
train-1096,"A to što su novine došle, pa dajte optužite novine kako dolaze do, dajte na njih napadnite, na te medije napadajte kako su oni to došli do toga.",HR,train_file,1096,85612,617,train,ucenje,Negative,Negative,Negative,Negative,dva_kodera_i_uskladjenje
train-1100,Broj zaposlenih u odnosu na 90-te i danas varira negdje na 100 tisuća.,HR,train_file,1100,58127,2598,train,provjera,P_Neutral,M_Positive,P_Neutral,Neutral,dva_kodera_i_uskladjenje
train-1102,Vi volite predsjedniče Vlade često govoriti da su izbori praznik demokracije.,HR,train_file,1102,95588,1754,train,ucenje,P_Neutral,Positive,P_Neutral,Neutral,dva_kodera_i_uskladjenje
train-1105,Psihofiziološki napori uključuju različite radne uvjete koji mogu rezultirati stresnom reakcijom i posljedičnim bolestima.,HR,train_file,1105,9814,404,train,ucenje,Negative,N_Neutral,Negative,Negative,dva_kodera_i_uskladjenje
train-1106,"To u jednom zakonu kao što je zakon o državnom odvjetništvu ni u jednoj zemlji ne može se dogoditi jer javnost, jer građani takvu osobu onda ozbiljno ne doživljavaju.",HR,train_file,1106,34253,439,train,ucenje,M_Negative,Negative,M_Negative,Negative,dva_kodera_i_uskladjenje
train-1107,Nato savez tu se vjerojatno svi slažemo je prva stepenica da bi sutradan hrvatska ušla u europsku uniju.,HR,train_file,1107,79328,373,train,ucenje,P_Neutral,Positive,P_Neutral,Neutral,dva_kodera_i_uskladjenje
